年,月,日,標題,內容,報社,關鍵字
2017,3,5,2個 娜塔莉波曼生女湊個好,娜塔莉波曼（Natalie Portman）以《第一夫人的秘密》入圍本屆奧斯卡最佳女主角卻沒出席，當時發聲明說是懷孕不克前往，其實已順利於上月22日產女；發言人透過《時人》雜誌表示：「娜塔莉波曼和丈夫班傑明米勒培（Benjamin Millepied）２月22日喜迎女兒阿瑪麗亞（Amalia），母女健康快樂。」她結婚５年，長子艾爾弗５歲，如今可說是湊成一個「好」字。 ,中國時報,{}
2017,3,5,70分鐘獨角戲 演閣樓上的安妮,第89屆奧斯卡金像獎昨登場，今年大克拉數垂墜耳環可說是征服紅毯眾家女星，《漫漫回家路》入圍女配角的妮可基嫚，雖與獎項失之交臂，但裸金色Armani訂製服配上全身總重119克拉的Harry Winston珠寶，重新展現女神風采。妮可配戴Harry Winston的Winston Cluster系列尖晶石耳環就占30.60克拉，還有手上1963年Winston Cluster 44.03克拉鑽石骨董手環與31.59克拉Water Splash系列鑽石手鍊等，與禮服相得益彰。垂墜式耳環搶盡風頭新科金獎影后艾瑪史東一襲金色蕾絲流蘇Givenchy By RiccardoTisci禮服，搭配已陪伴她奪下金球獎與英國影藝學院電影獎的Tiffany，果然為她再招好運，擊敗伊莎貝雨蓓而奪下影后，她耳上總重18克拉的垂墜式鑽石耳環，與其金色禮服既呼應又具色澤反差，讓她成為當今與未來最閃耀的一顆星。莎莉賽隆耳際間的Chopard耳環，總重逾50克拉，只要畫面掃到她，耳環就搶盡風頭更勝她身上的啞金色Dior高級訂製服。娜歐蜜哈瑞絲與最佳女配擦身而過，但她那一身純白Calvin Klein披風訂製服配上BVLGARI耳環，貴氣十足。艾美亞當斯則是選擇台灣珠寶設計師CINDY CHAO四季系列白鑽樹枝耳環，配上銀色低胸禮服，同樣吸睛。有女星愛垂墜式耳環，也有人愛耳扣式耳環，如雨蓓就選擇Repossi耳扣耳環，宛如一路從耳上蔓延至耳垂，讓展氣質女神氣勢。還有演出過《金牌特務》蘇菲亞波提拉同樣選擇耳扣式耳環，CHANEL Comete Spirale與Plume de Chanel雙耳環俐落扣於耳骨與耳垂，展現個性。骨董項鍊 頸上添花另外，頸鍊也讓不少女星「頸」上添花，潔西卡貝爾頸上的Tiffany鑽石頸鍊搶眼外；去年奧斯卡最佳女配角艾莉西亞維坎德則是選擇LV低胸蕾絲禮服配合BVLGARI Divas’ Dream頸鍊，對比色下，更顯璀璨。格雷女、達珂塔強生頸上的Cartier骨董項鍊，光芒閃耀度也為她的GUCCI金色禮服增色不少。 ,中國時報,"{'耳環': 12, '紅毯': 1, '女星': 3, '訂製': 1, '珠寶': 2, '鑽石': 4, '禮服': 6, '影后': 2, '金色': 3, '搭配': 1, '訂製服': 2, '項鍊': 2}"
2017,2,28,奧斯卡紅毯上演宮廷風 鑽石之王助威 妮可基嫚女神回歸,第89屆奧斯卡金像獎昨登場，今年大克拉數垂墜耳環可說是征服紅毯眾家女星，《漫漫回家路》入圍女配角的妮可基嫚，雖與獎項失之交臂，但裸金色Armani訂製服配上全身總重119克拉的Harry Winston珠寶，重新展現女神風采。妮可配戴Harry Winston的Winston Cluster系列尖晶石耳環就占30.60克拉，還有手上1963年Winston Cluster 44.03克拉鑽石骨董手環與31.59克拉Water Splash系列鑽石手鍊等，與禮服相得益彰。垂墜式耳環 搶盡風頭新科金獎影后艾瑪史東一襲金色蕾絲流蘇Givenchy By RiccardoTisci禮服，搭配已陪伴她奪下金球獎與英國影藝學院電影獎的Tiffany，果然為她再招好運，擊敗伊莎貝雨蓓而奪下影后，她耳上總重18克拉的垂墜式鑽石耳環，與其金色禮服既呼應又具色澤反差，讓她成為當今與未來最閃耀的一顆星。莎莉賽隆耳際間的Chopard耳環，總重逾50克拉，只要畫面掃到她，耳環就搶盡風頭更勝她身上的啞金色Dior高級訂製服。娜歐蜜哈瑞絲與最佳女配擦身而過，但她那一身純白Calvin Klein披風訂製服配上BVLGARI耳環，貴氣十足。艾美亞當斯則是選擇台灣珠寶設計師CINDY CHAO四季系列白鑽樹枝耳環，配上銀色低胸禮服，同樣吸睛。有女星愛垂墜式耳環，也有人愛耳扣式耳環，如雨蓓就選擇Repossi耳扣耳環，宛如一路從耳上蔓延至耳垂，讓展氣質女神氣勢。還有演出過《金牌特務》蘇菲亞波提拉同樣選擇耳扣式耳環，CHANEL Comete Spirale與Plume de Chanel雙耳環俐落扣於耳骨與耳垂，展現個性。骨董項鍊 頸上添花另外，頸鍊也讓不少女星「頸」上添花，潔西卡貝爾頸上的Tiffany鑽石頸鍊搶眼外；去年奧斯卡最佳女配角艾莉西亞維坎德則是選擇LV低胸蕾絲禮服配合BVLGARI Divas’ Dream頸鍊，對比色下，更顯璀璨。格雷女、達珂塔強生頸上的Cartier骨董項鍊，光芒閃耀度也為她的GUCCI金色禮服增色不少。 ,中國時報,"{'紅毯': 2, '鑽石': 5, '耳環': 12, '女星': 3, '訂製': 1, '珠寶': 2, '禮服': 6, '影后': 2, '金色': 3, '搭配': 1, '訂製服': 2, '項鍊': 2}"
2017,2,28,藍絲帶成話題配件 星光大道 上演宮廷劇,延續川普當選效應，今年奧斯卡紅毯眾星除展現時尚品味，也得玩點政治手腕，《愛侶》入圍最佳女主角的蘿絲奈格打頭砲，一襲火紅蕾絲Valentino訂製禮服，左胸前藍色絲帶代表響應美國公民自由聯盟（ACLU）對推行自由權利運動的支持，而《月光下的藍色男孩》導演巴瑞賈金斯及名模Karlie Kloss等人也一同共襄盛舉，讓藍絲帶成為話題時尚配件。今年紅毯禮服宮廷感濃厚，從多數人選擇的束腰蓬裙輪廓，到亮片刺繡、流蘇、蕾絲等裝飾細節，均是女星用來營造戲劇張力的手法，而利用長袖設計平衡透膚、裹身突顯線條性感，也成了鋪陳優雅感的方式之一，再加上多數人選穿的金黃、銀白等貴族色調，可謂完整演活一部宮廷大戲。天后鬥法 比優雅尬氣場本屆天后們都不愛現，多以小露香肩、鎖骨的方式彰顯不經意也能鎮住全場的氣質；年初一起出現Armani Prive高訂秀場的妮可基嫚及伊莎貝雨蓓，均選穿品牌禮服出席紅毯，雨蓓一襲銀色亮片長袖禮服現身，亮片點綴的長裙如瀑布般散落於腳邊，格外襯出優雅韻味。久未見面的荷莉貝瑞則選Versace禮服端出非裔女王架式，宛若群星點綴於裙擺的銀色流蘇搭配捲捲頭，浪漫且狂野。紅毯資優生的潔西卡貝兒，一身Kaufman Franco金色亮片訂製服配上誇張Tiffany項鍊霸氣十足，加上一旁像老公賈斯汀搞怪入鏡，順利從群美中突圍。公主小心機 若隱若現誘人面對后級前輩夾擊，公主們則若隱若現嶄露心機，鳳凰女姪女艾瑪羅勃茲一件骨董Armani Prive大方解放上身性感曲線；參與《月光下的藍色男孩》、《關鍵少數》的賈奈兒夢內，出其不意以Elie Saab公主風大蓬裙亮相，恪守黑白原則，紗質上衣利用飛鳥金銀亮片圖騰點綴並將細節延伸至裙襬上，可謂本屆最養眼的裝束之一；而英國演員費莉絲蒂瓊斯則走清新仙女風，如同芭蕾舞衣輪廓的百褶紗裙，帶出Dior最新創意總監領導下的夢幻柔美。 ,中國時報,"{'紅毯': 4, '時尚': 2, '訂製': 2, '禮服': 5, '女星': 1, '現身': 1, '搭配': 1, '金色': 1, '項鍊': 1}"
2017,2,28,王子耍帥 要點浪漫不正經,向來都以深色當道的奧斯卡男星正裝，本季除了菲董力挺愛牌香奈兒外，傑米道南的一件白色愛馬仕正裝搭黑西褲的雙色組合在紅毯上頗為吸睛，若再配上《格雷的五十道陰影》中總裁給人印象深刻的壞壞氣質，本屆白馬王子寶座非他莫屬；而對出席典禮服裝只求得體不太要求花樣的萊恩葛斯林，雖然角逐影帝獎項失意，但一身愛牌Gucci黑色絲瓜領西裝內搭前襟抓皺處裡的白襯衫，完美詮釋浪漫不羈的文藝風。 ,中國時報,"{'紅毯': 1, '服裝': 1, '黑色': 1}"
2017,3,5,娜塔莉偷偷卸貨    2.22喜迎千金,娜塔莉波曼昨證實生下一女，和丈夫班傑明米爾派德一起迎接兩人的第2個孩子。好萊塢女星娜塔莉波曼在奧斯卡前夕就「卸貨」，卻到昨天才透過發言人宣布喜訊；發言人表示：「娜塔莉在2月22日和老公班傑明米爾派德，一起迎接女兒出生，母女均安。」女兒取名阿瑪麗亞，和5歲的大兒子阿福湊成個「好」字。娜塔莉今年以新片《第一夫人的秘密》入圍奧斯卡影后，但她卻在典禮前一天宣布因懷孕不克出席，外界都以為她即將生產，沒想到她已經生下女兒，當時正在調養身體。,自由時報,"{'女星': 1, '影后': 1}"
2017,2,28,《奧斯卡紅毯》  妮可「金」女神     蜜雪兒糗撞衫,妮可基嫚「金」心機，好身材曲線盡露之外，還搭配艷紅唇色搶足風頭。紅毯女星多，撞衫機率也高，出糗組的蜜雪兒威廉斯和艾瑪蘿勃茲兩人雖然都使勁洪荒之力，但是大露深V的黑色美背上衣加上白裙，看起來好像姊妹花，宛如雙胞胎出巡。  ,自由時報,"{'紅毯': 2, '搭配': 1, '女星': 1, '黑色': 1}"
2017,3,1,奧斯卡紅毯珠寶秀 大大驚喜,Tiffany 2017 Blue Book系列18K金與鉑金鑲嵌矩形切割鑽石項鍊，手工打造超過350片的18K金葉片。 妮可基嫚配戴海瑞溫斯頓，重點放在耳環和手環，整身珠寶重達119克拉。 莎莉賽隆配戴的蕭邦Garden of Kalahari系列耳環，主石分別為25克拉梨型切割鑽石，及26克拉心型切割鑽石。 大就是美？女星現身盛會紅毯挑選配戴珠寶的原則，無不以大取勝，但無論是克拉數大、還是造型款式大，能駕馭得宜烘托自身氣勢才是上選，否則難免流於奢華俗氣。日前落幕的第89屆奧斯卡紅毯上不少女星珠寶搭配大得讓人驚喜（沒錯，是有驚有喜），加上出色的搭配功力，為紅毯時尚增添樂趣。今年奧斯卡紅毯除了黑白配，不少女星選擇金銀或帶有金屬光澤的禮服，白金或鉑金鑲嵌鑽石的銀白色調珠寶自然是最百搭的選擇，但「格雷女」達可塔強森與潔西卡貝兒都勇於突破，選擇線條誇張華麗的黃K金鑲嵌的鑽飾，並打破珠寶「貼身」戴的慣例，疊加於禮服上，展現近年時尚圈盛行看似隨興混搭、實則繁複精緻的裝飾主義美感，彰顯高超的搭配技巧。達可塔強森在維多利亞式高領及荷葉裝飾的Gucci禮服上疊戴了卡地亞（Cartier）黃K金鑲嵌鑽石與紅寶石的骨董珠寶項鍊，乍看犯了搭配大忌，但細看線條感強烈的項鍊正與裝飾風格禮服相稱，且色系相近，反而為整體帶來復古柔和的韻致；潔西卡貝兒的金色貼身禮服則在Tiffany & Co.如羽飾的大項鍊裝飾下大升級，顯得高貴又帶著野性美，這條項鍊出自品牌2017Blue_Book系列，主題圍繞自然野性，超過350片手工打造的18K金葉片，隨身體擺動起伏，體現「數」大便是美。除了大項鍊（Statement Necklace），大耳環也是女星青睞的紅毯珠寶，艾美亞當斯選擇了來自台灣的頂級珠寶設計師CINDY CHAO知名的四季系列珠寶，別致的樹枝造型鑽石耳環，與銀色亮片禮服輝映加上恰到好處的垂墜長度，格外襯托臉型精巧。本身就高大貴氣的莎莉賽隆則選擇蕭邦的Garden of Kalahari系列珠寶，左右各鑲嵌重至少25克拉主鑽、長度超過臉部耳環，稍嫌過度，所幸髮型得宜，而且成對耳環主石卻各為梨形和心形，頗具巧思。裸色禮服令人激賞的妮可基嫚，配戴海瑞溫斯頓（Harry Winston）高級珠寶，垂墜的尖晶石耳環更顯她肌膚白晰，手腕上一邊是骨董珠寶，一邊則是Splash系列手鍊，不對稱看似隨興配戴的手鍊與戒指才是重點。,聯合報,"{'紅毯': 6, '鑽石': 6, '項鍊': 6, '耳環': 6, '珠寶': 12, '蕭邦': 2, '女星': 4, '現身': 1, '造型': 2, '搭配': 4, '時尚': 1, '禮服': 7, '復古': 1, '金色': 1}"
2017,2,28,艾瑪史東 金豔封后 美國隊長藍盡目光,以「漫漫回家路」入圍最佳女配角的妮可基嫚身穿愛牌Armani的裸色刺繡禮服。以「樂來越愛你」奪得影后的艾瑪史東，選擇金色Givenchy獨家訂製服，馬甲設計搭配流蘇裙擺，流露20年代奢華氣息。 紅金裸當道 誰是第一美第89屆奧斯卡頒獎典禮登場，今年的紅毯造型風格多元，耀眼的金、素雅的裸和熱情紅色最受女星歡迎。巧的是，眾位最佳女主角入圍者似乎不甘於只爭奪電影獎項，在「誰是第一美」這一題中也展現極大的企圖心，精細做工的繁複設計款或是簡約的摩登線條各有擁護者，呈現鮮明的對比。以「樂來越愛你」入圍最佳女主角的艾瑪史東，選擇金色Givenchy獨家訂製服，馬甲式的設計搭配流蘇裙擺，流露20年代的奢華氣息，深色唇彩也展現出輕熟時尚氣勢，最終如願封后。以「她的危險遊戲」入圍最佳女主角的法國女星伊莎貝雨蓓，穿著一席銀白色Armani禮服，細碎的亮片裝飾閃耀亮眼光澤，垂墜的細腰帶展現隨興感，搭配黑色指甲油與單邊鑽石耳環，看來自在瀟灑。蘿絲奈格憑著「愛侶」角逐最佳女主角，一襲紅色Valentino訂製高領禮服既呼應品牌指標性的顏色，也以蕾絲妝點美氣息。以「漫漫回家路」入圍最佳女配角的妮可基嫚身穿愛牌Armani的裸色刺繡禮服，一轉過身露出美背，展現性感女人味。「前」蜘蛛女克絲汀鄧斯特則選擇一襲黑色Dior高級訂製服，雙手插口袋的隨興姿態也為誇張的公主式蓬裙擺增添現代時尚感。戴夫白西裝 點亮一片黑相較於女星的華麗爭豔，男星們的穿搭仍是以正式西裝為主，而在領結或是襯衫、配飾上玩花樣，展現帥氣魅力。因為「樂來越愛你」入圍男主角的雷恩葛斯林選擇以Gucci的黑色晚宴西裝現身搭配黑領結，唯一不同的是他內搭了在前身片有裝飾的白襯衫，帶點復古的氛圍呼應了電影的時代感。「蜘蛛人」安德魯加菲爾德的Tom Ford黑正裝，則是中規中舉的修身剪裁和設計，唯一亮點在腳上的拼接式漆皮樂福鞋。甫獲得最佳男配角肯定的Mahershala Ali選穿Ermenegildo Zegna訂製西裝，一身黑到底也有一番帥勁。「漫漫回家路」的戴夫帕托則是在一片黑的紅毯上，少數穿著Burberrry白色西裝造型的人之一，而顯得特別。R&B歌手John Legend雖然也是穿Gucci的合身西裝，但不失為一個簡單又合乎場合的搭配。而在典禮上獻唱的賈斯汀（Justin Timberlake）則是維持他個人穿搭的慣例由Tom Ford為他量身打造西裝，「P董」Pharrell Williams則別出心裁的套上了Chanel禮服，顯得別致又時髦，「美國隊長」克里斯伊凡的海軍藍晚宴西裝也和形象配合的相得益彰。藍絲帶優雅抗議何來？今年的奧斯卡紅毯許多入圍明星和觀禮嘉賓都配戴著「藍絲帶」現身。這個舉動代表著支持美國公民自由聯盟「ACLU」，響應「與ACLU同在」活動，表達對人權與自由的支持，也是對美國總統川普所提出的另類優雅抗議。,聯合報,"{'禮服': 5, '影后': 1, '金色': 2, '訂製服': 3, '搭配': 5, '紅毯': 3, '造型': 2, '女星': 3, '時尚': 1, '黑色': 3, '鑽石': 1, '耳環': 1, '訂製': 2, '現身': 2, '復古': 1}"
2016,3,1,關惹火尬米蘭達 泰勒絲胸前通肚臍,關史蒂芬妮而小天后泰勒絲也跑來湊熱鬧，擁有不輸名模身材的她，穿著仿希臘風格黑色禮服，除胸前開到肚臍，還大秀美腿，女神感十足；而超模米蘭達寇兒更是狂野，紅色腰間挖空禮服，不僅大露胸線，美背更是一覽無疑。姣好身材，讓先前的懷孕謠言不攻自破。,自由時報,"{'黑色': 1, '禮服': 2}"
2016,3,1,凱特布蘭琪花精靈冠紅毯 莎莉賽隆貴氣鑽鍊搶靚,本屆奧斯卡星光大道主流是胸前深V和挖背剪裁的禮服，女星們「逞胸」鬥妍，觀眾大飽眼福。《蘋果》綜合知名時尚評論家Tina Craig、美國《Vogue》、《時人》、《InStyle》時尚雜誌評比結果選出紅毯7美。46歲的凱特布蘭琪剪了短髮搭配綴滿立體小花的禮服，浪漫貴氣，Tina盛讚：「禮服顏色很柔美、時髦，令人驚豔。」莎柔絲羅南Q露背莎莉賽隆和新生代女星莎柔絲羅南的禮服都是深V加露背，14歲演出《贖罪》就入圍奧斯卡女配角的莎柔絲，今年以《愛在他鄉》提名最佳女主角，衣著品味和演技一樣傑出。在《華爾街之狼》飾演李奧納多老婆的瑪歌羅比，穿Tom Ford仿蛇紋金色禮服，堪稱「最美小金人」；「冰山美人」魯妮瑪拉以俐落妝髮搭配透膚刺繡禮服，營造個性美，大獲好評。海蒂克隆醜披桌巾「小珍妮佛」珍妮佛勞倫斯前年起被Dior以1500萬美元（約5億元台幣）「包養」3年，昨無意外穿該品牌薄紗禮服登場，評價兩極。Tina認為她「出乎意料地成熟性感」，但網友則嫌她的造型老氣，「很像情趣內衣」。德國前超模海蒂克隆無異議被各媒體評為最差，Tina形容她打扮有如卡通人物，「衣服材質像生日派對的桌巾」。Tina Craig星光時尚評論家中文名：陳尚婷，台灣出生，8歲移民美國，曾任MTV亞洲台VJ家庭：老公為美國富商，育有1子學歷：美國南加州大學（USC）國際金融系經歷：2005與好友Kelly Cook創立時尚部落格「Bag Snob」網站，好萊塢業界周刊《好萊塢報導》紅地毯時尚評論家，任Snob Global Media CEO，旗下經營www.snobessentials.com時尚網站2011 與DKNY合作推出聯名包款2011 秋冬紐約時裝周親善大使2012 與美國牛仔品牌DL 1961合作推出DL X BAGSNOB系列牛仔褲2014 自創包包品牌「Snob Essentials」，獲美國時尚雜誌《Vogue》封為「柏金級包包百科專家」（Birkin-sized Encyclopedia Bag Expert the Ultimate Bag Snob）、《Glamour》雜誌封「包包女王」（The Queen of Handbags）,蘋果日報,"{'紅毯': 2, '禮服': 7, '女星': 2, '時尚': 7, '搭配': 2, '金色': 1, '造型': 1}"
2016,3,1,紅毯拚深Ｖ 鑽飾襯氣勢 凱特布蘭琪精靈女王再現,每年的奧斯卡紅毯都是好萊塢女星爭妍鬥豔之地，不只比「衣」Ｑ，也傳遞早春流行趨勢。從第88屆奧斯卡紅毯就可看出平口、細肩帶式微，深Ｖ禮服是主流，最好還一路開到肚臍才夠看。此外，女星拖曳裙襬的畫面不復見，及踝禮服才顯得青春活力，顏色也以粉彩、珠寶色等亮色系較受歡迎，佐以水晶等小物強調細節處裝飾。莎雪羅南前後皆露《浮華世界》雜誌票選出今年紅毯16美，其中凱特布蘭琪（CateBlanchett）以Armani高級訂製禮服優雅奪冠。水藍色禮服上有羽毛和水晶做成的花飾，讓她宛如出水芙蓉般的精靈女王。加上佩戴Tiffany「2016BlueBook」系列的海星鑽石手鐲、鉑金鑲鑽耳墜以及戒指，拎著RogerVivier手包，腳踩GiuseppeZanotti高跟鞋，完全豔壓群芳。凱特這一身造型要價約5.9億台幣。第２美是跌破大家眼鏡的女神卡卡（LadyGaga）。她近來出席各大典禮打扮正常許多，還選擇BrandonMaxwell的平口白色褲裙禮服與LorraineSchwartz珠寶，營造中性端莊風格。第３美的莎雪羅南（SaoirseRonan）走「轉大人」路線，穿著CalvinKlein的閃亮深綠禮服，別以為正面深Ｖ已露很多，轉身幾近裸背的細帶設計才是重點，搭配蕭邦珠寶，流露小女人風情。珍妮佛勞倫斯（JenniferLawrence）依舊選擇愛牌Dior的禮服，黑色蕾絲上身若隱若現，下襬的羽毛狀設計做工繁複精緻，搭配蕭邦珠寶穿出不同以往的風格。同樣選了Dior禮服的莎莉賽隆（CharlizeTheron）以HarryWinston珠寶、JimmyChoo高跟鞋陪襯大紅禮服，深Ｖ開到肚臍，全場就屬她最紅！魯妮瑪拉優雅時髦布莉拉森（BrieLarson）以Gucci皇家藍禮服登場，下半身的羽毛狀設計，搭配腰間的鑽飾寬腰帶，展現女王氣場，無怪乎一舉奪下影后。穿著Givenchy白色蕾絲禮服的魯妮瑪拉（RooneyMara），腰間的菱形洞口以及高衩裙襬，與她一貫的優雅時髦性格相輔相成。艾莉西亞薇坎德（AliciaVikander）以LouisVuitton鵝黃平肩禮服現身，搭配微鬈長髮展現浪漫魅力。她青春洋溢的造型被認為與《美女與野獸》裡的「貝兒」公主相似，她開玩笑說自己內心永遠12歲，很想一圓當迪士尼公主的夢，所以特意挑裙襬較短的洋裝，這樣才能在奧斯卡上跳舞。,中國時報,"{'紅毯': 4, '女星': 2, '禮服': 12, '訂製': 1, '鑽石': 1, '造型': 2, '珠寶': 2, '搭配': 4, '黑色': 1, '影后': 1, '現身': 1}"
2016,3,3,凡妮莎哈金斯環保裝 奧斯卡紅毯變綠毯,"""凡妮莎哈金斯穿H&M環保Conscious系列訂製禮服走奧斯卡紅毯。凡妮莎哈金斯穿H&M環保Conscious系列訂製禮服走奧斯卡紅毯。奧斯卡頒獎典禮日前落幕，熠熠女星穿精品華服走紅毯，向來是眾所矚目的焦點，不過女星凡妮莎哈金斯（Vanessa Hudgens）選擇穿上H&M環保概念禮服出席盛宴，將紅毯變成宣示環保的「綠毯」。今年的奧斯卡頒獎典禮上，除了黑白種族平等的問題躍上檯面上，李奧納多得獎時呼籲大家重視地球暖化的環保議題，成為眾人關心的焦點，無獨有偶，凡妮莎哈金斯選穿一襲H&M環保系列訂製禮服出席奧斯卡派對，宣示對地球環保議題的支持。這款H&M以有機絲綢和再生木漿纖維製成的禮服，採用回收再生素材和有機農業生產的絲綢為素材，不會造成地球污染或資料浪費。H&M的環保Conscious系列新裝，預計將在4月上架。另外，UNIQLO與LEMAIRE合作的最後一季春夏新裝，預計在3月4日全球同步登場，此系列將在台灣14個分店上架，以清涼棉麻材質為主，貨量比秋冬裝充裕，售價從790元至4","990元不等。""","{'紅毯': 4, '訂製': 3, '禮服': 5, '女星': 2}"
2016,3,2,亞曼尼黑絲絨 玩轉魅惑世界,亞曼尼以經典的黑，詮釋時尚。亞曼尼以經典的黑，詮釋時尚。米蘭時裝周絢麗落幕，在奧斯卡頒獎典禮大放異彩的亞曼尼（Giorgio Armani），同時間也在米蘭時裝周以精采大秀壓軸演出，本季亞曼尼以「黑絲絨」為主題，要以不同層次、光影和質感的黑，詮釋亞曼尼的低調奢華。歷經五彩繽紛的喧鬧時尚，亞曼尼大師決定回歸經典的黑，要以細緻、質感而又神秘莫測的黑色，他說，他一直很喜歡絲絨材質的柔軟觸感和強烈的光影，透過絲絨玩轉光影，與手繪印花、刺繡亮片和格紋秕呢等材質搭配，打造魅惑的想像世界。手繪印花的洋裝，有了黑色絲絨的烘托，顯得更加優雅；黑色絲絨外套、長裙等單品，有了手繪刺繡亮片印花的陪襯，更添時尚品味，全系列女裝多數是實穿又易混搭的單品，很少有全套的套裝，就連曳地晚禮服也是如此，巧妙搭配小斗篷或小外套，時尚優雅又不會太過隆重。延續女穿男裝的風潮，繫有蝴蝶結的黑色領帶成為最時尚的小配件，黑色提花衣領搭配一條長款領帶，就能輕鬆穿出個性。,聯合報,"{'時尚': 6, '黑色': 5, '搭配': 3}"
2016,3,2,艾莉西亞過關斬將 LOUIS VUITTON,艾莉西亞穿LV訂製黑色絲質亮片洋裝出席奧斯卡Vanity Fair晚宴。艾莉西亞穿LV訂製禮服與訂製高跟鞋，搭配Monogram-Dentelle耳環奪下第88屆奧斯卡最佳女配角。艾莉西亞維坎德穿LV訂製亮片洋裝與高級珠寶出席第22屆美國演員工會獎，也獲得最佳女配角。艾莉西亞穿LV訂製黑色絲質亮片洋裝出席奧斯卡Vanity Fair晚宴。奧斯卡等紅毯盛會的女星穿戴，向來是各大品牌角力場，是否能壓對寶，相中得獎黑馬就要看眼光是否精準，其中路易威登（LOUIS VUITTON，簡稱LV）絕對是慧眼獨具，從年初的金球獎、英國奧斯卡到甫落幕的奧斯卡，LV一路相隨瑞典女星艾莉西亞薇坎德（Alicia Vikander），各式訂製禮服及珠寶成為守護她一舉拿下最佳女配角。事實上，早在2015年艾莉西亞薇坎德於「紳士密令」初嶄露頭角之際，就啟用她與珍妮佛康娜莉攜手拍攝秋冬形象廣告，流露清秀又有個性的獨特氣息。艾莉西亞也不負期望，多部作品快速竄紅，其中以「丹麥女孩」過關斬將，出席各大盛會都成為耀眼焦點。如年初她以「丹麥女孩」入圍戲劇類最佳女主角，同時以「人造意識」入圍女配角最佳女主角，出席第73屆金球獎典禮時穿上LV的白色亮片拼貼雪紡露背訂製禮服，並搭配LV高級珠寶，流露高雅氣質。亮片這種不好駕馭的材質，在艾莉西亞身上卻格外迷人，除了金球獎，之後她也多次選擇了亮片材質，如出席第22屆美國演員工會獎（Screen Actors Guild Awards，SAG），選擇了LV多色亮片拼接的合身禮服、奧斯卡會後的Vanity Fair晚宴，也選穿的LV的絲質黑色亮片訂製服，兩件都將她的好身材展露無疑。而最亮眼的，莫過助她一舉拿下奧斯卡最佳女配角的LV黃色塔夫塔綢刺繡洋裝，前短後長的設計搭配銀灰色高跟鞋，一現身紅毯就獲好評，網友還稱讚她宛如「美女與野獸」裡的貝兒。艾莉西亞演繹LV擅長的皮革材質也很出色，她出席有英國奧斯卡之稱的英國電影和電視藝術學院大獎（BAFTA Awards）時，穿了銀黑色刺繡皮革禮服，展現帶有野性的美。,聯合報,"{'訂製': 7, '黑色': 3, '禮服': 5, '搭配': 3, '耳環': 1, '珠寶': 3, '紅毯': 2, '女星': 2, '訂製服': 1, '現身': 1}"
2016,3,2,男星品味 藏身細節,"""萬寶龍Heritage Spirit傳承典藏系列萬年曆煙灰色藍寶石水晶腕表，68萬2",000元。湯姆哈迪穿著Gucci剪裁三件式晚宴西裝，搭配白色晚宴襯衫及黑色緞面領結。麥克法斯賓達配戴蕭邦L.U.C XPS系列18K白金表、蕭邦18K白金材質瑪瑙袖扣。萬寶龍Heritage Spirit傳承典藏系列萬年曆煙灰色藍寶石水晶腕表，68萬2,{}
